X1,X2,X3,X4,X5,X6,X7,X8,Y
66.25033557068136,76.53675175653935,81.73870726936639,27.77973347822357,32.327468615059054,31.690282821927994,71.14583303465184,0.9209330332181618,0
58.105827603295076,68.76938782235058,72.80112388302149,21.37065240641711,25.318638146167558,24.969126559714795,52.59689008042895,0.8729651474530832,0
51.490609911075666,60.81230446236776,68.09055287811343,17.417203100775193,20.60624496124031,22.168093023255814,47.55883596567592,0.7399577167019028,0
66.87588630990325,80.85133722082463,106.25336599808523,47.658664,58.649364,74.381788,49.70597995991985,1.3468376753507016,1
56.738238659770325,71.9965405077104,96.66064434422937,40.470712,52.139796,70.59828,23.82862525050101,0.9185811623246495,1
69.56568731942207,82.73944801604216,109.55306727309645,61.49042,74.565284,97.40742,55.32323847695392,1.642981963927856,1
45.84856273349017,53.3924897201101,76.8146919566382,18.357904,21.440456,30.488528,39.26533066132265,0.8337314629258518,2
40.467056546081324,46.791148573793144,69.06686318247338,14.078016,16.441904,24.142752,50.43378757515031,0.8993507014028057,2
42.06293555832279,49.58663088847138,67.25850304579357,14.075128,16.721136,22.320824,35.0987735470942,0.7802324649298601,2
36.94989200877773,50.301153273063,84.50854020113944,27.441892,37.773268,65.51418,10.840016032064135,0.7952464929859724,3
43.779748401593906,59.119526219977644,93.05892770514055,29.782556,40.432624,64.206868,22.677182364729475,0.7399158316633273,3
44.59259638924901,57.105329601722325,86.42419587085746,28.399744,36.698784,56.204108,24.723995991983976,0.8678837675350705,3
51.64252239341422,55.59894190257141,79.44019244022299,26.3941341566096,28.543053606511368,41.061140291086964,22.081005945685355,0.8445765707857944,4
59.980054931409185,64.49985582558878,83.8288329828832,28.63577503363444,30.960187231725286,39.78807899288872,75.04145069405442,1.087691567038434,4
64.50594997159192,69.63676534668986,89.667331838943,30.749346693386773,33.29734669338677,42.81171142284569,88.37115662650604,0.9810361445783135,4
